r,amp_w,tw,tp_w,phase_w,vert_w,acre,cw, qw, qe,ce, qd,amp_s,ts,tp_s,phase_s,vert_s, qs, tal,exp, mal,i,crop,r_var,water_energy_util_var,dem_var,supp_var,diff_sup_dem_var,tal_var,exp_var,mal_var, qs_stddev
133462.34258883,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,8.62793204,0.06000000,21758.00000000,22.46539430,201.44000000,2027.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1532.29155348,86224.00000000,4323.85063746,4464.09144756,2.00000000,2.00000000,0.00000749,1019966.53147236,0.00049334,0.00065262,204304.00000000,0.00001160,0.00023128,0.00022401,229.84373302
144696.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.00000000,0.06000000,21972.00000000,35.80411315,201.44000000,965.58931625,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1738.06402648,48988.00000000,3919.00000000,2030.81469058,2.00000000,2.00000000,0.00000691,1094532.27220906,0.00103564,0.00057535,371381.38146761,0.00002041,0.00025517,0.00049241,260.70960397
96493.17149087,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,8.00000000,0.06000000,22663.00000000,28.59223079,201.44000000,2215.75662737,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1647.19724559,94674.06756558,4701.00000000,3966.90673660,2.00000000,2.00000000,0.00001036,1092973.39387400,0.00045131,0.00060709,410569.05552276,0.00001056,0.00021272,0.00025209,247.07958684
126264.50648203,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.94992305,0.06000000,26855.00000000,23.50233853,201.44000000,2091.42209504,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,985.42935257,50311.44762086,3694.73984837,4385.13436362,2.00000000,2.00000000,0.00000792,1208529.19759164,0.00047814,0.00101479,266691.78025033,0.00001988,0.00027066,0.00022804,147.81440288
84123.93201020,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,20451.00000000,28.00000000,201.44000000,982.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1642.50087556,34479.53761930,4910.00000000,4981.58482775,2.00000000,2.00000000,0.00001189,404749.99510057,0.00101833,0.00060883,351649.00000000,0.00002900,0.00020367,0.00020074,246.37513133
72976.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.72886571,0.06000000,25007.00000000,24.56405766,201.44000000,1451.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2160.00000000,43969.00000000,4135.56072330,2453.00000000,2.00000000,2.00000000,0.00001370,1213425.31798669,0.00068918,0.00046296,15376.00000000,0.00002274,0.00024181,0.00040766,324.00000000
132234.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,6.00000000,0.06000000,18031.00000000,39.46576627,201.44000000,1901.11489395,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1604.95523252,48022.64487025,3954.12843130,1295.08615757,2.00000000,2.00000000,0.00000756,994613.50701843,0.00052601,0.00062307,106350.92405830,0.00002082,0.00025290,0.00077215,240.74328488
140813.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.00000000,0.06000000,30810.00000000,31.33534053,201.44000000,1806.65872460,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,902.50399601,82284.00000000,3572.83021275,2163.00000000,2.00000000,2.00000000,0.00000710,1299074.14520359,0.00055351,0.00110803,53665.76468502,0.00001215,0.00027989,0.00046232,135.37559940
118566.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.26208245,0.06000000,19677.00000000,24.19636426,201.44000000,1671.73545987,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2122.00000000,29294.00000000,1981.37684243,1387.95933232,2.00000000,2.00000000,0.00000843,1144799.65459726,0.00059818,0.00047125,9357.74919615,0.00003414,0.00050470,0.00072048,318.30000000
68206.09150087,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.06369708,0.06000000,20082.00000000,31.38102770,201.44000000,2048.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1328.53682933,80571.98834280,3971.39405591,3322.08617109,2.00000000,2.00000000,0.00001466,442605.59338243,0.00048828,0.00075271,223729.00000000,0.00001241,0.00025180,0.00030102,199.28052440
105963.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.63675896,0.06000000,25460.00000000,24.33606339,201.44000000,912.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1462.83052120,33757.88219606,4808.69365831,3026.00000000,2.00000000,2.00000000,0.00000944,699117.92783905,0.00109649,0.00068361,439569.00000000,0.00002962,0.00020796,0.00033047,219.42457818
87005.49741880,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.35377679,0.06000000,17529.00000000,20.09300321,201.44000000,927.41217275,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2108.14157377,82519.00000000,636.39648744,610.30757673,2.00000000,2.00000000,0.00001149,813032.92660871,0.00107827,0.00047435,419369.99400475,0.00001212,0.00157135,0.00163852,316.22123607
67250.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.48260445,0.06000000,24527.00000000,23.00000000,201.44000000,1286.74193464,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1302.55187313,67950.00000000,3658.00000000,4342.09403166,2.00000000,2.00000000,0.00001487,897140.09814691,0.00077716,0.00076772,83092.71224758,0.00001472,0.00027337,0.00023030,195.38278097
84365.64818700,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.52620428,0.06000000,26415.00000000,23.00000000,201.44000000,1194.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1799.86145016,80541.00000000,3562.00000000,4000.00000000,2.00000000,2.00000000,0.00001185,902367.57714683,0.00083752,0.00055560,145161.00000000,0.00001242,0.00028074,0.00025000,269.97921752
122268.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.60269366,0.06000000,16529.00000000,31.00000000,201.44000000,1389.64877734,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1219.08085025,72992.00000000,2208.00000000,1072.29095726,2.00000000,2.00000000,0.00000818,803497.76347825,0.00071961,0.00082029,34355.07574240,0.00001370,0.00045290,0.00093258,182.86212754
130039.00075044,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.00000000,0.06000000,25367.00000000,32.01793938,201.44000000,2232.19841123,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,995.01064221,93113.19719842,4898.73623592,3395.32604875,2.00000000,2.00000000,0.00000769,1315980.07835866,0.00044799,0.00100501,431909.75172190,0.00001074,0.00020413,0.00029452,149.25159633
128703.28800460,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.62593411,0.06000000,34200.00000000,21.00000000,201.44000000,1638.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2186.05826411,29580.00000000,3247.22955531,864.93518619,2.00000000,2.00000000,0.00000777,865755.78855820,0.00061050,0.00045744,3969.00000000,0.00003381,0.00030795,0.00115616,327.90873962
75942.78034039,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,8.37900358,0.06000000,23270.00000000,21.55841289,201.44000000,2186.28155402,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1896.57768457,90290.00000000,2741.00000000,3194.29853198,2.00000000,2.00000000,0.00001317,966347.27349546,0.00045740,0.00052727,373665.13827907,0.00001108,0.00036483,0.00031306,284.48665269
110753.13656134,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.74513989,0.06000000,26620.00000000,22.55382230,201.44000000,1641.20055818,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1929.43109303,97535.72215028,1552.76784572,2629.05956076,2.00000000,2.00000000,0.00000903,562279.03611073,0.00060931,0.00051829,4382.51390390,0.00001025,0.00064401,0.00038036,289.41466395
112935.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.69207975,0.06000000,35170.00000000,30.00000000,201.44000000,2211.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1761.33148769,69782.54303364,3272.00000000,1686.20836011,2.00000000,2.00000000,0.00000885,519175.99578014,0.00045228,0.00056775,404496.00000000,0.00001433,0.00030562,0.00059305,264.19972315
137622.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.57140704,0.06000000,33885.00000000,23.75025419,201.44000000,1069.15042055,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1711.67918818,32574.69099953,3833.71031218,3466.00000000,2.00000000,2.00000000,0.00000727,436526.97519912,0.00093532,0.00058422,255883.79702862,0.00003070,0.00026084,0.00028852,256.75187823
95581.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.33973061,0.06000000,17634.00000000,32.67762475,201.44000000,1780.43359705,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1256.02721206,52114.15649950,2857.53098403,1698.70708496,2.00000000,2.00000000,0.00001046,494347.68465389,0.00056166,0.00079616,42202.96279526,0.00001919,0.00034995,0.00058868,188.40408181
61647.43918555,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.09319207,0.06000000,22002.00000000,33.07818918,201.44000000,2095.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,941.51903108,54148.18769596,1445.00000000,1562.28890351,2.00000000,2.00000000,0.00001622,1057639.18897134,0.00047733,0.00106211,270400.00000000,0.00001847,0.00069204,0.00064009,141.22785466
118190.97591786,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.06815093,0.06000000,18773.00000000,26.00000000,201.44000000,1627.44302292,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1083.93952469,82374.94346985,2361.15456924,1457.00000000,2.00000000,2.00000000,0.00000846,395941.94056198,0.00061446,0.00092256,2750.27065314,0.00001214,0.00042352,0.00068634,162.59092870
65127.67590484,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.94525754,0.06000000,27205.00000000,28.00000000,201.44000000,1407.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2150.00613065,84054.14995989,3222.44219905,3548.00000000,2.00000000,2.00000000,0.00001535,667197.65483145,0.00071073,0.00046511,28224.00000000,0.00001190,0.00031032,0.00028185,322.50091960
76934.03004411,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.00000000,0.06000000,33654.00000000,21.69087169,201.44000000,2247.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1105.80762847,74015.15757142,719.00000000,4556.00000000,2.00000000,2.00000000,0.00001300,1041788.33750996,0.00044504,0.00090432,451584.00000000,0.00001351,0.00139082,0.00021949,165.87114427
142181.18676084,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.65491797,0.06000000,22361.00000000,23.00375362,201.44000000,1668.57751846,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1520.47389609,95826.51764729,1009.34094669,2840.00000000,2.00000000,2.00000000,0.00000703,678072.78266265,0.00059931,0.00065769,8756.75196179,0.00001044,0.00099075,0.00035211,228.07108441
138085.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.54185055,0.06000000,35805.00000000,38.49579911,201.44000000,1839.53595706,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1937.34576320,33492.79882753,3159.61061941,4284.00000000,2.00000000,2.00000000,0.00000724,578427.60834526,0.00054362,0.00051617,69979.27257573,0.00002986,0.00031649,0.00023343,290.60186448
122733.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,28219.00000000,31.54650937,201.44000000,1064.20065738,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1066.00000000,22616.00000000,1754.91405933,2325.76719262,2.00000000,2.00000000,0.00000815,434773.25453321,0.00093967,0.00093809,260915.96842348,0.00004422,0.00056983,0.00042997,159.90000000
64710.05000634,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.00000000,0.06000000,30663.00000000,30.40840087,201.44000000,1335.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1429.00000000,46299.25314548,3464.26145315,554.02478313,2.00000000,2.00000000,0.00001545,1275878.84692147,0.00074906,0.00069979,57600.00000000,0.00002160,0.00028866,0.00180497,214.35000000
93614.78700884,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.53187134,0.06000000,33434.00000000,36.00000000,201.44000000,1987.53020276,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1862.44517496,81507.83674958,937.00000000,776.00000000,2.00000000,2.00000000,0.00001068,867809.40026114,0.00050314,0.00053693,170181.16819096,0.00001227,0.00106724,0.00128866,279.36677624
116123.87303239,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,6.37117258,0.06000000,18038.00000000,33.93122006,201.44000000,1700.23809212,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1846.53564941,60095.27826453,2582.00000000,4170.00000000,2.00000000,2.00000000,0.00000861,964605.72153649,0.00058815,0.00054155,15684.57971708,0.00001664,0.00038730,0.00023981,276.98034741
82262.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.00000000,0.06000000,23065.00000000,39.34412202,201.44000000,1231.37308874,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1442.00000000,49331.09304561,3820.07510847,1688.78542810,2.00000000,2.00000000,0.00001216,1158235.13114652,0.00081210,0.00069348,118079.45414544,0.00002027,0.00026177,0.00059214,216.30000000
83521.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.00000000,0.06000000,17600.00000000,20.84358480,201.44000000,1042.72811428,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1112.63280989,28912.57755827,2183.00000000,946.26555403,2.00000000,2.00000000,0.00001197,452078.87970562,0.00095902,0.00089877,283313.36032758,0.00003459,0.00045809,0.00105679,166.89492148
74755.72517742,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.81535484,0.06000000,25748.00000000,31.76632079,201.44000000,1911.20286189,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2023.00000000,30476.52401866,1666.31504795,1821.00000000,2.00000000,2.00000000,0.00001338,846305.47062621,0.00052323,0.00049432,113032.36434544,0.00003281,0.00060013,0.00054915,303.45000000
72047.52486865,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.19365138,0.06000000,26760.00000000,29.19729197,201.44000000,1611.99408814,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2144.22059920,44858.45576761,2905.15243241,1456.71504115,2.00000000,2.00000000,0.00001388,995235.15824126,0.00062035,0.00046637,1368.56255702,0.00002229,0.00034422,0.00068648,321.63308988
58922.49540142,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.65386705,0.06000000,34925.00000000,28.00000000,201.44000000,1163.81308747,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1587.00000000,26605.91259214,2607.23751415,3840.76341344,2.00000000,2.00000000,0.00001697,1032634.21737640,0.00085924,0.00063012,169074.67703449,0.00003759,0.00038355,0.00026036,238.05000000
89142.95525242,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,8.82065099,0.06000000,22829.00000000,28.26515612,201.44000000,2066.46493726,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1977.12142623,43814.00000000,1719.04686288,2145.05580955,2.00000000,2.00000000,0.00001122,1196801.84599602,0.00048392,0.00050579,241537.78455725,0.00002282,0.00058172,0.00046619,296.56821393
118065.80195194,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.45148559,0.06000000,35652.00000000,25.00000000,201.44000000,1764.09771193,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1644.73602249,63222.05968218,3458.21174327,1113.55811598,2.00000000,2.00000000,0.00000847,561099.33727746,0.00056686,0.00060800,35757.94465903,0.00001582,0.00028917,0.00089802,246.71040337
103130.19054331,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.00000000,0.06000000,28383.00000000,23.77513634,201.44000000,1836.84884661,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1310.73425816,67798.00000000,748.62816458,936.08150195,2.00000000,2.00000000,0.00000970,611525.52990665,0.00054441,0.00076293,68564.81847115,0.00001475,0.00133578,0.00106828,196.61013872
87431.74774963,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,21670.00000000,23.83049329,201.44000000,1387.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1768.11231038,60243.87392191,1808.27083757,3460.94995640,2.00000000,2.00000000,0.00001144,367427.66487585,0.00072098,0.00056557,35344.00000000,0.00001660,0.00055301,0.00028894,265.21684656
125886.14382638,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,8.00000000,0.06000000,32765.00000000,24.73919963,201.44000000,1156.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1727.01469799,96360.26667899,4977.00000000,2251.31608896,2.00000000,2.00000000,0.00000794,1002056.36892807,0.00086505,0.00057903,175561.00000000,0.00001038,0.00020092,0.00044418,259.05220470
115868.09029219,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.08971368,0.06000000,28170.00000000,37.13773430,201.44000000,1353.11482844,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1529.45038099,75764.31523770,1640.09442486,3653.10183843,2.00000000,2.00000000,0.00000863,813492.16244034,0.00073904,0.00065383,49233.02935928,0.00001320,0.00060972,0.00027374,229.41755715
124178.39500809,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.89680350,0.06000000,27063.00000000,32.74186195,201.44000000,1463.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1934.11854306,76825.00000000,2503.67122154,3659.00000000,2.00000000,2.00000000,0.00000805,725680.54368769,0.00068353,0.00051703,12544.00000000,0.00001302,0.00039941,0.00027330,290.11778146
67290.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.61381513,0.06000000,16459.00000000,33.00000000,201.44000000,2083.35472503,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2204.81744975,76555.25909472,1411.73849631,904.37595730,2.00000000,2.00000000,0.00001486,835867.13331120,0.00048000,0.00045355,258424.52645893,0.00001306,0.00070835,0.00110573,330.72261746
107132.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,6.30651562,0.06000000,30080.00000000,20.00000000,201.44000000,943.43720668,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1093.00000000,83457.22434348,4143.00000000,2237.00000000,2.00000000,2.00000000,0.00000933,695309.64233131,0.00105995,0.00091491,398871.56190495,0.00001198,0.00024137,0.00044703,163.95000000
63675.67627681,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.71199286,0.06000000,30206.00000000,32.00000000,201.44000000,1134.69875140,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1190.69179417,26908.99637356,2070.00000000,4958.00854325,2.00000000,2.00000000,0.00001570,688755.99038293,0.00088129,0.00083985,193865.18952155,0.00003716,0.00048309,0.00020169,178.60376913
126987.81702737,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,31418.00000000,21.89809557,201.44000000,1394.94888030,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2047.00000000,58357.64378412,3864.46799571,1546.00000000,2.00000000,2.00000000,0.00000787,349249.53892706,0.00071687,0.00048852,32418.40570561,0.00001714,0.00025877,0.00064683,307.05000000
144367.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.88568612,0.06000000,36163.00000000,28.43636855,201.44000000,1264.03662459,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1545.34908801,46884.00000000,4499.53380082,3145.91763349,2.00000000,2.00000000,0.00000693,1073828.05333419,0.00079112,0.00064710,96698.22084389,0.00002133,0.00022225,0.00031787,231.80236320
120780.78099568,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.00000000,0.06000000,25170.00000000,33.00000000,201.44000000,1727.25191299,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1667.00000000,74849.03592363,4195.57545216,2810.52072131,2.00000000,2.00000000,0.00000828,1340052.00232313,0.00057895,0.00059988,23180.64500811,0.00001336,0.00023835,0.00035581,250.05000000
108217.23220863,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,8.00000000,0.06000000,24598.00000000,38.21369199,201.44000000,1567.49785873,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,976.00000000,88852.71736027,1038.58730673,1147.32556241,2.00000000,2.00000000,0.00000924,1300744.99913267,0.00063796,0.00102459,56.28212362,0.00001125,0.00096285,0.00087159,146.40000000
91380.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.00000000,0.06000000,25777.00000000,35.38519606,201.44000000,1660.67636998,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1773.00000000,63936.18312954,1456.00000000,994.23336413,2.00000000,2.00000000,0.00001094,621045.94962567,0.00060216,0.00056402,7340.44037338,0.00001564,0.00068681,0.00100580,265.95000000
103039.33116656,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.37490030,0.06000000,35356.00000000,22.71966147,201.44000000,947.29576013,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,966.00000000,22056.64064972,4645.00000000,1106.00000000,2.00000000,2.00000000,0.00000971,520690.97732881,0.00105564,0.00103520,394012.61274851,0.00004534,0.00021529,0.00090416,144.90000000
137650.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,9.00000000,0.06000000,22229.00000000,23.00000000,201.44000000,1762.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1497.00000000,91619.59970495,1131.68952086,2861.89550396,2.00000000,2.00000000,0.00000726,1079070.92210389,0.00056754,0.00066800,34969.00000000,0.00001091,0.00088363,0.00034942,224.55000000
65318.89781896,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,10.00000000,0.06000000,27823.00000000,40.00000000,201.44000000,1651.11128821,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1134.01250128,40343.00000000,2855.89809621,1437.00000000,2.00000000,2.00000000,0.00001531,1671116.67754884,0.00060565,0.00088182,5792.92819321,0.00002479,0.00035015,0.00069589,170.10187519
130857.71902317,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,10.00000000,0.06000000,36192.00000000,32.00000000,201.44000000,2081.86813954,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1847.52462561,98120.28316270,3081.00000000,4288.00000000,2.00000000,2.00000000,0.00000764,1461708.47709280,0.00048034,0.00054126,256915.31088149,0.00001019,0.00032457,0.00023321,277.12869384
69699.26122351,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,6.00000000,0.06000000,28688.00000000,35.00000000,201.44000000,2083.95344417,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1777.25208744,44537.43189295,1264.67817919,1334.29304229,2.00000000,2.00000000,0.00001435,925471.08763525,0.00047986,0.00056267,259033.60833370,0.00002245,0.00079071,0.00074946,266.58781312
114334.04958799,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.00000000,0.06000000,27534.00000000,32.01288070,201.44000000,1961.94544351,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1513.00000000,83706.00000000,4301.00000000,4950.00000000,2.00000000,2.00000000,0.00000875,731030.73528928,0.00050970,0.00066094,149726.77625520,0.00001195,0.00023250,0.00020202,226.95000000
73374.57962308,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.52165072,0.06000000,34987.00000000,23.72219994,201.44000000,1113.71769362,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2091.46875663,90909.00000000,2594.91454465,944.00000000,2.00000000,2.00000000,0.00001363,674423.48839658,0.00089789,0.00047813,212781.36617870,0.00001100,0.00038537,0.00105932,313.72031349
77217.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.43652972,0.06000000,27028.00000000,38.00000000,201.44000000,1696.59649902,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1275.00000000,91302.02893346,2035.89444035,4412.00000000,2.00000000,2.00000000,0.00001295,718926.23417108,0.00058942,0.00078431,14785.70857502,0.00001095,0.00049118,0.00022665,191.25000000
97199.10173610,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,4.14841927,0.06000000,34166.00000000,20.27751753,201.44000000,1075.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,972.30501965,91586.00000000,1640.69407833,3125.25344418,2.00000000,2.00000000,0.00001029,461171.32244530,0.00093023,0.00102848,250000.00000000,0.00001092,0.00060950,0.00031997,145.84575295
61015.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,29575.00000000,32.48254471,201.44000000,2245.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1112.42099835,53656.87683688,983.09315966,4683.81544404,2.00000000,2.00000000,0.00001639,442468.19667651,0.00044543,0.00089894,448900.00000000,0.00001864,0.00101720,0.00021350,166.86314975
112310.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,6.78802829,0.06000000,22326.00000000,33.32589610,201.44000000,1820.99826547,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,965.00000000,38365.00000000,1193.71024542,4406.65855702,2.00000000,2.00000000,0.00000890,1016678.22975831,0.00054915,0.00103627,60515.14661487,0.00002607,0.00083772,0.00022693,144.75000000
78831.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.00000000,0.06000000,18007.00000000,28.00000000,201.44000000,1930.00000000,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1239.20231107,75513.49429756,3153.00000000,2860.80741727,2.00000000,2.00000000,0.00001269,674583.32516762,0.00051813,0.00080697,126025.00000000,0.00001324,0.00031716,0.00034955,185.88034666
75398.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.19658853,0.06000000,25833.00000000,26.93110423,201.44000000,1462.66447010,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2160.00000000,72280.00000000,1390.00000000,3022.58896874,2.00000000,2.00000000,0.00001326,421317.99760808,0.00068368,0.00046296,12619.27127881,0.00001384,0.00071942,0.00033084,324.00000000
130673.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.00000000,0.06000000,28674.00000000,39.26495582,201.44000000,1162.80612780,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,2106.00000000,68837.07344380,4425.27187426,3958.05523062,2.00000000,2.00000000,0.00000765,1156836.24340837,0.00085999,0.00047483,169903.78828107,0.00001453,0.00022597,0.00025265,315.90000000
97877.32394880,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,7.76839515,0.06000000,24330.00000000,20.00000000,201.44000000,1076.53440949,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1984.00000000,76654.00000000,2182.71895328,3672.34565130,2.00000000,2.00000000,0.00001022,856485.63770831,0.00092891,0.00050403,248467.94492644,0.00001305,0.00045814,0.00027231,297.60000000
70808.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,5.84320505,0.06000000,19169.00000000,21.00000000,201.44000000,1783.62455970,675.00000000,6.00000000,6.00000000,4.50000000,900.00000000,1082.00000000,69061.00000000,1829.01014764,3198.92951104,2.00000000,2.00000000,0.00001412,663366.41873677,0.00056066,0.00092421,43524.20690914,0.00001448,0.00054674,0.00031260,162.30000000
