r,amp_w,tw,tp_w,phase_w,vert_w,acre,cw, qw, qe,ce, qd,amp_s,ts,tp_s,phase_s,vert_s, qs, tal,exp, mal,i,crop,r_var,water_energy_util_var,dem_var,diff_sup_dem_var,tal_var,exp_var,mal_var, qs_stddev
139345.9425,10000,6,6,4.5,26305.14,6,0.06,30609,23.39271347,201.44,1075,675,6,6,4.5,900,1576.570983,23222.95855,4624,2444.655021,2,2,7.17638E-06,726725.4841,0.000930233,500,4.30608E-05,0.000216263,0.000409056,299.5484869
135643.0041,10000,6,6,4.5,26305.14,5.786770649,0.06,21946,22.18867003,201.44,986,675,6,6,4.5,900,1342.49474,69787.37926,1352.017318,617,2,2,7.37229E-06,679025.0743,0.001014199,589,1.43292E-05,0.000739635,0.001620746,255.0740006
113685.1761,10000,6,6,4.5,26305.14,8.831325962,0.06,24197,32.69000146,201.44,1059.057972,675,6,6,4.5,900,1139.850903,67981.20396,1366,1293.273552,2,2,8.79622E-06,1307511.922,0.000944235,515.9420281,1.47099E-05,0.000732064,0.000773232,170.9776355
116126.0403,10000,6,6,4.5,26305.14,4.393217185,0.06,16407,25.9274647,201.44,1901.775959,675,6,6,4.5,900,1891.641007,46322.61102,1122.815721,801,2,2,8.61133E-06,565990.9452,0.000525824,-326.7759594,2.15877E-05,0.000890618,0.001248439,472.9102517
74505.51232,10000,6,6,4.5,26305.14,8.823658657,0.06,16635,39.55493093,201.44,1803.967889,675,6,6,4.5,900,1695.969174,82590,4958.560695,2856.438855,2,2,1.34218E-05,1464670.235,0.000554334,-228.9678893,1.2108E-05,0.000201671,0.000350086,474.8713687
119538.4758,10000,6,6,4.5,26305.14,8.235699658,0.06,22528,33,201.44,1486.2692,675,6,6,4.5,900,1050,87206.06795,3415,1706,2,2,8.36551E-06,1226251.758,0.000672826,88.73079974,1.14671E-05,0.000292826,0.000586166,315
70134,10000,6,6,4.5,26305.14,10,0.06,16454,29.67103819,201.44,1184.384731,675,6,6,4.5,900,1557,64756.27062,2546.109471,3260,2,2,1.42584E-05,1396916.426,0.00084432,390.6152693,1.54425E-05,0.000392756,0.000306748,264.69
76049.41995,10000,6,6,4.5,26305.14,4.370637909,0.06,27034,25.18329873,201.44,2000.393255,675,6,6,4.5,900,1522,74524.444,894.4729461,4894.211297,2,2,1.31493E-05,553328.6752,0.000499902,-425.3932548,1.34184E-05,0.001117977,0.000204323,319.62
112054.3399,10000,6,6,4.5,26305.14,9,0.06,29175,29,201.44,1200.179836,675,6,6,4.5,900,1676.73066,87413.28202,3830.776437,2596.202433,2,2,8.92424E-06,1240086.806,0.000833208,374.8201637,1.14399E-05,0.000261044,0.000385178,335.3461319
135846,10000,6,6,4.5,26305.14,7.165315296,0.06,18476,27.4590515,201.44,1022.159176,675,6,6,4.5,900,1069.217053,28727.67457,931,556,2,2,7.36128E-06,955470.7647,0.000978321,552.8408235,3.48096E-05,0.001074114,0.001798561,192.4590695
104352.4447,10000,6,6,4.5,26305.14,7.115814058,0.06,34016,40,201.44,1128,675,6,6,4.5,900,1875.172899,98677.22774,4965.974806,2221,2,2,9.58291E-06,1189135.555,0.000886525,447,1.01341E-05,0.00020137,0.000450248,562.5518698
138925.0657,10000,6,6,4.5,26305.14,5.67431191,0.06,30215,30,201.44,1656.489063,675,6,6,4.5,900,2006,28574,1891.742557,3178.472543,2,2,7.19813E-06,797915.1962,0.000603686,-81.4890632,3.49969E-05,0.000528613,0.000314617,441.32
68040,10000,6,6,4.5,26305.14,6.625330134,0.06,36075,23.24969705,201.44,1862.335979,675,6,6,4.5,900,2163.310785,77050.2065,2646,3350,2,2,1.46972E-05,799518.8018,0.00053696,-287.3359794,1.29786E-05,0.000377929,0.000298507,627.3601276
112382,10000,6,6,4.5,26305.14,3,0.06,21747,21.98857811,201.44,1607.635603,675,6,6,4.5,900,1840.5396,81119.84104,4271.273222,1581,2,2,8.89822E-06,350114.6805,0.000622032,-32.63560332,1.23274E-05,0.000234122,0.000632511,496.9456919
77231,10000,6,6,4.5,26305.14,4,0.06,16577,33,201.44,1805,675,6,6,4.5,900,912.2277518,73712.1934,2230.098119,1717.624933,2,2,1.29482E-05,595578.6677,0.000554017,-230,1.35663E-05,0.000448411,0.000582199,200.6901054
107285.9787,10000,6,6,4.5,26305.14,5.776719296,0.06,18852,30.31916623,201.44,1777.566711,675,6,6,4.5,900,1687.04812,91394,2029.499566,2198,2,2,9.32088E-06,817489.9002,0.000562567,-202.566711,1.09416E-05,0.000492732,0.000454959,269.9276992
92410.88752,10000,6,6,4.5,26305.14,6,0.06,17801,27.43717294,201.44,1476,675,6,6,4.5,900,1201,23491.05838,3904.672745,1248.011828,2,2,1.08212E-05,799697.329,0.000677507,99,4.25694E-05,0.000256103,0.000801274,180.15
97801.68457,10000,6,6,4.5,26305.14,7.284831021,0.06,20066,27.64209016,201.44,1280.190815,675,6,6,4.5,900,1835,40456.13803,1774.737346,1624,2,2,1.02248E-05,975287.793,0.000781134,294.8091845,2.47181E-05,0.000563464,0.000615764,275.25
94342,10000,6,6,4.5,26305.14,4,0.06,28385,21.59227116,201.44,962,675,6,6,4.5,900,1488.682585,63056,2313.968676,1376.595052,2,2,1.05997E-05,461753.042,0.001039501,613,1.58589E-05,0.000432158,0.00072643,416.8311237
80704.18283,10000,6,6,4.5,26305.14,6,0.06,28478,38.97245706,201.44,913.6396746,675,6,6,4.5,900,1846.620982,43721,3316.777423,1141.071778,2,2,1.23909E-05,987135.3427,0.001094523,661.3603254,2.28723E-05,0.000301497,0.000876369,443.1890358
92696.57289,10000,6,6,4.5,26305.14,8,0.06,29248,37,201.44,1985,675,6,6,4.5,900,1241.506683,23265,2989.839546,2267.843517,2,2,1.07879E-05,1275797.657,0.000503778,-410,4.2983E-05,0.000334466,0.000440948,235.8862698
87532.69075,10000,6,6,4.5,26305.14,5.106071008,0.06,32492,29.41404781,201.44,913.6827165,675,6,6,4.5,900,1521,46647.77218,3549.678532,3597.199926,2,2,1.14243E-05,709562.2548,0.001094472,661.3172835,2.14373E-05,0.000281716,0.000277994,395.46
106351.9161,10000,6,6,4.5,26305.14,10,0.06,35323,33,201.44,1686.173453,675,6,6,4.5,900,1133.382577,89224,4465.933395,3855.576076,2,2,9.40275E-06,1488946.669,0.000593059,-111.1734533,1.12077E-05,0.000223917,0.000259365,238.0103411
79030.42408,10000,6,6,4.5,26305.14,5,0.06,23694,32,201.44,1924.180225,675,6,6,4.5,900,2165,91707,835.8333439,3699.282565,2,2,1.26534E-05,730854.2385,0.000519702,-349.1802249,1.09043E-05,0.001196411,0.000270323,606.2
122091,10000,6,6,4.5,26305.14,7,0.06,21971,38,201.44,1827,675,6,6,4.5,900,2007,93139,2759,3612.373206,2,2,8.19061E-06,1134328.847,0.000547345,-252,1.07366E-05,0.00036245,0.000276826,301.05
72662,10000,6,6,4.5,26305.14,3,0.06,28047,34,201.44,1563.898321,675,6,6,4.5,900,1274.914845,58442.98929,4991,2994.134722,2,2,1.37624E-05,454756.9903,0.000639428,11.10167928,1.71107E-05,0.000200361,0.000333986,344.2270081
93138.84158,10000,6,6,4.5,26305.14,3.719304969,0.06,34640,26.24916248,201.44,1965.274186,675,6,6,4.5,900,2079.308975,48761.49255,2722.273761,2267.593397,2,2,1.07367E-05,482727.2768,0.000508835,-390.2741864,2.0508E-05,0.00036734,0.000440996,311.8963462
93254.64245,10000,6,6,4.5,26305.14,6,0.06,23618,36.02197562,201.44,1147.395126,675,6,6,4.5,900,1373.559439,71088,1798,3826.413998,2,2,1.07233E-05,941591.5357,0.000871539,427.604874,1.40671E-05,0.000556174,0.000261341,302.1830766
136852,10000,6,6,4.5,26305.14,8.521319005,0.06,22305,31.12703509,201.44,1806.95755,675,6,6,4.5,900,2083.37084,77138,1493.894785,521,2,2,7.30716E-06,1225068.169,0.000553416,-231.95755,1.29638E-05,0.000669391,0.001919386,583.3438353
112381,10000,6,6,4.5,26305.14,9,0.06,22925,38,201.44,1847.684492,675,6,6,4.5,900,1512.570197,76076,4311.636748,4615.46021,2,2,8.8983E-06,1458422.803,0.000541218,-272.6844923,1.31447E-05,0.00023193,0.000216663,393.2682513
127669,10000,6,6,4.5,26305.14,7,0.06,30076,23.61982699,201.44,1708.778625,675,6,6,4.5,900,1400.731859,33509.69473,2807.385684,3948,2,2,7.83276E-06,852775.7578,0.000585213,-133.7786255,2.98421E-05,0.000356203,0.000253293,364.1902833
101246.042,10000,6,6,4.5,26305.14,10,0.06,27821,36.99509104,201.44,1004.767929,675,6,6,4.5,900,2199.067042,80639.90081,3900,4372.33694,2,2,9.87693E-06,1594620.118,0.000995255,570.2320708,1.24008E-05,0.00025641,0.000228711,549.7667604
107994.4216,10000,6,6,4.5,26305.14,6.872220319,0.06,28126,26.643817,201.44,2121.571229,675,6,6,4.5,900,1060.431346,52200.61386,3526.894242,1113,2,2,9.25974E-06,899965.2036,0.000471349,-546.5712287,1.91569E-05,0.000283536,0.000898473,307.5250903
117914.2007,10000,6,6,4.5,26305.14,9.343157598,0.06,35914,25.66008618,201.44,1788.258894,675,6,6,4.5,900,1216,25538,2855.35921,713.5225687,2,2,8.48074E-06,1196242.752,0.000559203,-213.2588944,3.91573E-05,0.000350219,0.001401497,267.52
61613.92113,10000,6,6,4.5,26305.14,9,0.06,20875,28.48708661,201.44,1794,675,6,6,4.5,900,2152.366693,90585,2736.650642,2488.675666,2,2,1.62301E-05,1226880.064,0.000557414,-219,1.10394E-05,0.00036541,0.00040182,322.855004
145042.0723,10000,6,6,4.5,26305.14,3.974860246,0.06,35929,33,201.44,1645.774661,675,6,6,4.5,900,1161,99294,4642,768.8377579,2,2,6.89455E-06,591835.4924,0.000607617,-70.7746608,1.00711E-05,0.000215424,0.001300665,255.42
83614.50212,10000,6,6,4.5,26305.14,3.793462933,0.06,31400,22,201.44,1955.086108,675,6,6,4.5,900,1039,92741.44534,1890.041081,3071.6867,2,2,1.19596E-05,442853.6535,0.000511486,-380.0861079,1.07827E-05,0.000529089,0.000325554,218.19
102978.1742,10000,6,6,4.5,26305.14,6.587589929,0.06,28998,20.52806,201.44,2130.359155,675,6,6,4.5,900,1086,80156,1148.35692,3608.300186,2,2,9.7108E-06,737744.67,0.000469404,-555.3591551,1.24757E-05,0.000870809,0.000277139,293.22
127888,10000,6,6,4.5,26305.14,10,0.06,29765,29,201.44,1417,675,6,6,4.5,900,1291,31207.48985,3297,4385.50254,2,2,7.81934E-06,1377874.229,0.000705716,158,3.20436E-05,0.000303306,0.000228024,348.57
95500.34114,10000,6,6,4.5,26305.14,9.024492836,0.06,33062,35.17691102,201.44,1510.902836,675,6,6,4.5,900,1580.670682,25798,3367.63111,2662,2,2,1.04712E-05,1396201.831,0.000661856,64.09716407,3.87627E-05,0.000296945,0.000375657,474.2012045
138422.4343,10000,6,6,4.5,26305.14,4,0.06,17471,37.37041162,201.44,1451.512213,675,6,6,4.5,900,988.8652992,66158.06729,1153.098775,3513.072199,2,2,7.22426E-06,641722.8429,0.000688937,123.4877868,1.51153E-05,0.000867228,0.000284651,276.8822838
72945.27069,10000,6,6,4.5,26305.14,3.555673743,0.06,23375,23,201.44,1376.590246,675,6,6,4.5,900,1019.55507,48937.72353,4104.786516,1685.844354,2,2,1.37089E-05,426313.7938,0.000726433,198.4097539,2.04341E-05,0.000243618,0.000593175,183.5199126
105833.8767,10000,6,6,4.5,26305.14,10,0.06,22537,32.82927803,201.44,1024,675,6,6,4.5,900,1313.603057,89154,4219,652.1435085,2,2,9.44877E-06,1484320.132,0.000976563,551,1.12165E-05,0.000237023,0.001533405,354.6728254
79821.32273,10000,6,6,4.5,26305.14,7.629355309,0.06,29841,30.44836536,201.44,1030,675,6,6,4.5,900,1517,82373,1180,3931,2,2,1.2528E-05,1082422.993,0.000970874,545,1.21399E-05,0.000847458,0.000254388,288.23
60549,10000,6,6,4.5,26305.14,9,0.06,27025,24,201.44,1864.04301,675,6,6,4.5,900,1530,92531.16337,1841.20159,854.7405925,2,2,1.65155E-05,1106980.659,0.000536468,-289.0430103,1.08072E-05,0.000543124,0.001169946,413.1
119775.6686,10000,6,6,4.5,26305.14,3.671204981,0.06,30949,26.80384998,201.44,2206,675,6,6,4.5,900,1549,68678,909.7905423,3380.175874,2,2,8.34894E-06,482500.4466,0.000453309,-631,1.45607E-05,0.001099154,0.000295843,294.31
97381,10000,6,6,4.5,26305.14,9.149041999,0.06,29119,32.01128779,201.44,999.992517,675,6,6,4.5,900,1080.375628,47463.6703,4453.573794,2179.535124,2,2,1.02689E-05,1337606.244,0.001000007,575.007483,2.10687E-05,0.000224539,0.000458813,280.8976632
137615.8412,10000,6,6,4.5,26305.14,7,0.06,28953,35.18622554,201.44,1831.666054,675,6,6,4.5,900,1090.840717,67120.93277,1847.842409,4018.021102,2,2,7.26661E-06,1083159.537,0.000545951,-256.6660544,1.48985E-05,0.000541172,0.000248879,294.5269935
140376,10000,6,6,4.5,26305.14,4,0.06,20546,26.91966011,201.44,1600,675,6,6,4.5,900,1690,93762.3951,4024.561686,1647.028119,2,2,7.12372E-06,527075.1163,0.000625,-25,1.06653E-05,0.000248474,0.000607154,473.2
73286.56962,10000,6,6,4.5,26305.14,3.819619593,0.06,22258,37,201.44,2027,675,6,6,4.5,900,1213,50841,2391,4797.379709,2,2,1.36451E-05,609132.7158,0.00049334,-452,1.96692E-05,0.000418235,0.000208447,303.25
85534.38373,10000,6,6,4.5,26305.14,8.21051795,0.06,18892,37.21423189,201.44,1426.850089,675,6,6,4.5,900,1524.962819,40933.16022,1490.958957,4959.0083,2,2,1.16912E-05,1313913.483,0.000700844,148.149911,2.44301E-05,0.000670709,0.000201653,365.9910765
102568.7708,10000,6,6,4.5,26305.14,5.939367174,0.06,29464,38.67705263,201.44,1704,675,6,6,4.5,900,1505,79624.24906,2574,4286.295486,2,2,9.74956E-06,972709.0932,0.000586854,-129,1.2559E-05,0.0003885,0.000233302,451.5
76807,10000,6,6,4.5,26305.14,7.212059895,0.06,34793,24.03210557,201.44,2120,675,6,6,4.5,900,1210.996646,67599.5978,2383.890595,4895.871001,2,2,1.30196E-05,887779.6737,0.000471698,-545,1.4793E-05,0.000419482,0.000204254,205.8694298
111270.4952,10000,6,6,4.5,26305.14,7.200358734,0.06,32538,23.22692534,201.44,2214,675,6,6,4.5,900,1687.286262,88530.76983,932.5774516,3268.959732,2,2,8.98711E-06,868400.2649,0.000451671,-639,1.12955E-05,0.001072297,0.000305908,320.5843899
140506.0198,10000,6,6,4.5,26305.14,4,0.06,32420,25,201.44,1116.237813,675,6,6,4.5,900,1781.644386,46807,1478,3475.116747,2,2,7.11713E-06,504190.6356,0.000895866,458.7621867,2.13643E-05,0.00067659,0.00028776,320.6959895
120817,10000,6,6,4.5,26305.14,5.818998596,0.06,28461,21.2488749,201.44,1574.795494,675,6,6,4.5,900,1527.111656,88646,534,3019,2,2,8.27698E-06,665304.7052,0.000635003,0.204505778,1.12808E-05,0.001872659,0.000331236,290.1512147
129460.06,10000,6,6,4.5,26305.14,7,0.06,26407,26.92754104,201.44,1841.297336,675,6,6,4.5,900,1442.678939,56208.91933,3111.951255,1363,2,2,7.72439E-06,922543.4645,0.000543095,-266.2973359,1.77908E-05,0.000321342,0.000733676,274.1089985
102905,10000,6,6,4.5,26305.14,8.244610677,0.06,28864,27.78541345,201.44,1567.401236,675,6,6,4.5,900,1783.736113,95403.00473,1004.833315,1039.256485,2,2,9.7177E-06,1107212.676,0.000637999,7.598764242,1.04819E-05,0.00099519,0.000962226,374.5845838
88142,10000,6,6,4.5,26305.14,9.770763463,0.06,25900,25.17470852,201.44,1655.551263,675,6,6,4.5,900,1885,41650,2071.910894,790.2577188,2,2,1.13453E-05,1236738.694,0.000604028,-80.55126326,2.40096E-05,0.000482646,0.00126541,301.6
135340.2188,10000,6,6,4.5,26305.14,3,0.06,22467,34.52250766,201.44,1308.662299,675,6,6,4.5,900,1579.664475,90459.77438,2666,2883.208905,2,2,7.38879E-06,458937.3823,0.000764139,266.3377011,1.10546E-05,0.000375094,0.000346836,379.1194739
77432.56318,10000,6,6,4.5,26305.14,6.703836905,0.06,20429,37.62803237,201.44,1378.669418,675,6,6,4.5,900,1766.550064,29313.0087,1668.793262,2678.90555,2,2,1.29145E-05,1079943.722,0.000725337,196.3305824,3.41145E-05,0.000599235,0.000373287,370.9755135
74818.22782,10000,6,6,4.5,26305.14,5.408807034,0.06,28466,35.02049555,201.44,1470.578856,675,6,6,4.5,900,1921.238804,95214.94191,1960.032216,2063,2,2,1.33657E-05,834575.5141,0.000680004,104.4211436,1.05026E-05,0.000510196,0.000484731,326.6105966
84308,10000,6,6,4.5,26305.14,5,0.06,16401,20,201.44,1826,675,6,6,4.5,900,1988.940551,24840,2691.89912,3544,2,2,1.18613E-05,551262.919,0.000547645,-251,4.02576E-05,0.000371485,0.000282167,338.1198936
140275,10000,6,6,4.5,26305.14,6.734730306,0.06,27576,39.01172748,201.44,1637,675,6,6,4.5,900,1883,74818.36733,4908,4225,2,2,7.12885E-06,1108684.808,0.000610874,-62,1.33657E-05,0.000203749,0.000236686,414.26
92096.09379,10000,6,6,4.5,26305.14,4,0.06,29614,27.01543826,201.44,1214.41103,675,6,6,4.5,900,1323,56540.15904,2013,1716.059634,2,2,1.08582E-05,528199.4934,0.000823444,360.5889699,1.76865E-05,0.000496771,0.00058273,330.75
75208.00965,10000,6,6,4.5,26305.14,6.346905708,0.06,32212,20.04716734,201.44,1612.875314,675,6,6,4.5,900,2059.806591,95382.27484,2603.811717,2350.43278,2,2,1.32965E-05,700752.4653,0.000620011,-37.87531446,1.04841E-05,0.000384052,0.000425454,514.9516478
111791,10000,6,6,4.5,26305.14,4.858732406,0.06,24263,32,201.44,2016.612697,675,6,6,4.5,900,1540.782612,33909,2979.320803,4670.178785,2,2,8.94526E-06,710205.0346,0.000495881,-441.6126974,2.94907E-05,0.000335647,0.000214125,246.525218
61586.81045,10000,6,6,4.5,26305.14,5,0.06,35384,23,201.44,1541.419864,675,6,6,4.5,900,2106,73721.05892,999.2002891,1804.734632,2,2,1.62372E-05,599483.8456,0.000648753,33.5801356,1.35646E-05,0.0010008,0.000554098,421.2
116847.4263,10000,6,6,4.5,26305.14,3,0.06,31375,30.3989359,201.44,1908.995248,675,6,6,4.5,900,1994,56094,4905.444408,2659.967212,2,2,8.55817E-06,425213.5175,0.000523836,-333.9952479,1.78272E-05,0.000203855,0.000375944,299.1
135806.7461,10000,6,6,4.5,26305.14,10,0.06,22210,36,201.44,2088,675,6,6,4.5,900,1718.099004,48375,829,1903,2,2,7.3634E-06,1568744.727,0.000478927,-513,2.06718E-05,0.001206273,0.000525486,326.4388108
125315.0068,10000,6,6,4.5,26305.14,3.200312616,0.06,27967,33,201.44,1373,675,6,6,4.5,900,1395.917263,54988,2516.244322,2864.409518,2,2,7.97989E-06,476509.481,0.000728332,202,1.81858E-05,0.000397418,0.000349112,321.0609705
77657.23909,10000,6,6,4.5,26305.14,5,0.06,33672,21.2252824,201.44,1922.048645,675,6,6,4.5,900,2152.238563,39701.95355,1538.810281,3871.800112,2,2,1.28771E-05,571285.0634,0.000520278,-347.0486445,2.51877E-05,0.000649853,0.000258278,538.0596407
111305.2481,10000,6,6,4.5,26305.14,3.445313765,0.06,26208,26.87671283,201.44,1179.401674,675,6,6,4.5,900,1512,78260.03972,2457.895884,1427,2,2,8.9843E-06,453550.0807,0.000847888,395.5983255,1.27779E-05,0.000406852,0.000700771,257.04
96689.07749,10000,6,6,4.5,26305.14,9.336354309,0.06,19902,29.66603252,201.44,1146.655449,675,6,6,4.5,900,1142.178164,71362,3620.022564,4683.117751,2,2,1.03424E-05,1304078.648,0.000872102,428.3445511,1.40131E-05,0.000276241,0.000213533,274.1227594
77942.37499,10000,6,6,4.5,26305.14,7.262256257,0.06,16910,24.15498009,201.44,2238,675,6,6,4.5,900,1290,61333.87522,4897.594052,1154.300358,2,2,1.283E-05,896698.3248,0.000446828,-663,1.63042E-05,0.000204182,0.000866326,335.4
133594,10000,6,6,4.5,26305.14,7.767687658,0.06,30353,37,201.44,919.6810062,675,6,6,4.5,900,1583,43372.33293,3855.454127,2373,2,2,7.48537E-06,1238749.714,0.001087334,655.3189938,2.30562E-05,0.000259373,0.000421408,443.24
62504.74041,10000,6,6,4.5,26305.14,6.69501242,0.06,26029,33.39587764,201.44,1640.650858,675,6,6,4.5,900,1290.100017,47308.11161,4759.601994,3175,2,2,1.59988E-05,1004009.639,0.000609514,-65.65085833,2.1138E-05,0.000210102,0.000314961,283.8220037
124262.5497,10000,6,6,4.5,26305.14,5.74129961,0.06,24509,21.9577783,201.44,1762,675,6,6,4.5,900,1315.681368,74441.00921,2868.940047,2121.676645,2,2,8.04748E-06,669474.4811,0.000567537,-187,1.34335E-05,0.000348561,0.000471325,197.3522052
64381,10000,6,6,4.5,26305.14,6,0.06,31943,35.27842737,201.44,1021.536935,675,6,6,4.5,900,1452.313442,72935.82033,1193.936342,1530,2,2,1.55325E-05,929881.3967,0.000978917,553.4630649,1.37107E-05,0.000837566,0.000653595,217.8470163
75924,10000,6,6,4.5,26305.14,10,0.06,32288,21.70795696,201.44,2014,675,6,6,4.5,900,1328.315089,96023.22628,1120.675552,3297,2,2,1.31711E-05,1158089.569,0.000496524,-439,1.04141E-05,0.000892319,0.000303306,212.5304143
109282.4594,10000,6,6,4.5,26305.14,8.748800581,0.06,18036,29.10228312,201.44,1600,675,6,6,4.5,900,1962,61938.21814,4643.419001,1185,2,2,9.1506E-06,1208023.917,0.000625,-25,1.61451E-05,0.000215359,0.000843882,353.16
129184.4216,10000,6,6,4.5,26305.14,5,0.06,21641,23.84575883,201.44,1846,675,6,6,4.5,900,1334,31901.1693,2971.809363,2446,2,2,7.74087E-06,612614.7814,0.000541712,-271,3.13468E-05,0.000336495,0.000408831,280.14
85513.00637,10000,6,6,4.5,26305.14,7.90620541,0.06,25588,23.91110846,201.44,945.1257584,675,6,6,4.5,900,1607.184799,90748.46771,1839.706783,4046.36784,2,2,1.16941E-05,970283.6155,0.00105806,629.8742416,1.10195E-05,0.000543565,0.000247135,241.0777198
112760,10000,6,6,4.5,26305.14,10,0.06,17463,23.863026,201.44,1127.941577,675,6,6,4.5,900,1657,79004.64271,4955,597.3019298,2,2,8.86839E-06,1225761.813,0.000886571,447.0584229,1.26575E-05,0.000201816,0.001674195,430.82
109992.5437,10000,6,6,4.5,26305.14,5,0.06,26588,20.95404593,201.44,2193.015548,675,6,6,4.5,900,2076.331783,95602.49584,2097.736169,2659.814228,2,2,9.09153E-06,566893.5529,0.000455993,-618.0155479,1.046E-05,0.000476704,0.000375966,581.3728992
138033.4476,10000,6,6,4.5,26305.14,10,0.06,30614,20,201.44,2051,675,6,6,4.5,900,1094,76839,2353,3306.954344,2,2,7.24462E-06,1102525.838,0.000487567,-476,1.30142E-05,0.000424989,0.000302393,164.1
140495,10000,6,6,4.5,26305.14,5.271784595,0.06,19175,23.76171262,201.44,1587,675,6,6,4.5,900,1021.324673,31208.01281,4700.313189,4520.065395,2,2,7.11769E-06,644547.7234,0.00063012,-12,3.20431E-05,0.000212752,0.000221236,306.3974018
91539.28531,10000,6,6,4.5,26305.14,3,0.06,20326,30.50518588,201.44,1291,675,6,6,4.5,900,1491.944728,74500,2963,3214,2,2,1.09243E-05,426104.6158,0.000774593,284,1.34228E-05,0.000337496,0.000311139,298.3889457
115611.2908,10000,6,6,4.5,26305.14,7.987562703,0.06,27433,23,201.44,1742.636427,675,6,6,4.5,900,1542.015241,91759,3816.370161,1861.478488,2,2,8.64967E-06,957682.9612,0.000573843,-167.6364266,1.08981E-05,0.000262029,0.000537207,339.243353
115127.5888,10000,6,6,4.5,26305.14,6.761760623,0.06,27230,30.76263426,201.44,1840.675546,675,6,6,4.5,900,1804.406059,59699,628.8995456,4715.126804,2,2,8.68602E-06,965260.832,0.000543279,-265.6755457,1.67507E-05,0.001590079,0.000212083,270.6609088
119278.241,10000,6,6,4.5,26305.14,7.965638257,0.06,27133,22.65233593,201.44,1784.503743,675,6,6,4.5,900,2011,54425.4903,1632,1933.34545,2,2,8.38376E-06,946366.0558,0.00056038,-209.5037432,1.83737E-05,0.000612745,0.000517238,422.31
96001.80132,10000,6,6,4.5,26305.14,8.790387553,0.06,32545,22.80265805,201.44,1332.312958,675,6,6,4.5,900,1545.357634,47244,1173.147258,3468.695109,2,2,1.04165E-05,1048503.987,0.000750574,242.6870422,2.11667E-05,0.000852408,0.000288293,370.8858321
135452.2494,10000,6,6,4.5,26305.14,7.531863463,0.06,32536,39.22904384,201.44,2071.527097,675,6,6,4.5,900,1970,93768,772.4498108,1488,2,2,7.38268E-06,1244050.044,0.000482736,-496.5270973,1.06646E-05,0.001294582,0.000672043,315.2
86099.18407,10000,6,6,4.5,26305.14,5.924498214,0.06,27822,21.26581546,201.44,1198.741598,675,6,6,4.5,900,2193,97522.79539,4012.548585,3586.232713,2,2,1.16145E-05,677690.7785,0.000834208,376.2584019,1.0254E-05,0.000249218,0.000278844,614.04
128528.8812,10000,6,6,4.5,26305.14,3.474872388,0.06,17560,24.41381897,201.44,1063.707002,675,6,6,4.5,900,1298,42563.1702,4447.620962,1723.051932,2,2,7.78035E-06,431808.3843,0.000940109,511.2929985,2.34945E-05,0.000224839,0.000580366,194.7
129710.6432,10000,6,6,4.5,26305.14,5.31404558,0.06,22689,23.46767851,201.44,1315.900232,675,6,6,4.5,900,1401.351928,89847.32411,597,4857.496209,2,2,7.70947E-06,644878.8472,0.000759936,259.0997681,1.113E-05,0.001675042,0.000205867,350.3379821
102973,10000,6,6,4.5,26305.14,7.12940045,0.06,20924,20.76563959,201.44,1803.752067,675,6,6,4.5,900,1741.03616,58702.90075,3830.050819,1120,2,2,9.71128E-06,803953.583,0.0005544,-228.7520671,1.70349E-05,0.000261093,0.000892857,261.155424
121820.6544,10000,6,6,4.5,26305.14,10,0.06,33686,39.8875734,201.44,2082,675,6,6,4.5,900,1710.061299,21001,4157.210791,3315.120937,2,2,8.20879E-06,1668296.922,0.000480307,-507,4.76168E-05,0.000240546,0.000301648,256.5091948
64410.46578,10000,6,6,4.5,26305.14,8.78365469,0.06,34938,34.86934983,201.44,1588.344222,675,6,6,4.5,900,1491,48487.76173,2642.946161,1354.262868,2,2,1.55254E-05,1351799.69,0.000629586,-13.34422211,2.06238E-05,0.000378366,0.000738409,238.56
109306.25,10000,6,6,4.5,26305.14,5.88852537,0.06,24582,26.84858997,201.44,1368,675,6,6,4.5,900,1534.936506,27362,2506.644773,3097,2,2,9.14861E-06,774694.0468,0.000730994,207,3.6547E-05,0.00039894,0.000322893,337.6860313
129388.568,10000,6,6,4.5,26305.14,6.085306072,0.06,21314,27,201.44,1995.860027,675,6,6,4.5,900,1531,22795,1418,878.316266,2,2,7.72866E-06,803288.3416,0.000501037,-420.8600269,4.38693E-05,0.000705219,0.001138542,260.27
76400.29688,10000,6,6,4.5,26305.14,7.805669489,0.06,18905,31.92818731,201.44,1119,675,6,6,4.5,900,1735,96444.9389,4390,3495.168103,2,2,1.3089E-05,1139424.345,0.000893655,456,1.03686E-05,0.00022779,0.000286109,294.95
89130.01919,10000,6,6,4.5,26305.14,4.995813277,0.06,24167,24,201.44,1421.370681,675,6,6,4.5,900,1718.492413,64354.45411,2600.940653,4862.515711,2,2,1.12196E-05,614474.2973,0.000703546,153.629319,1.55389E-05,0.000384476,0.000205655,429.6231031
87471.11725,10000,6,6,4.5,26305.14,10,0.06,24797,26.80043057,201.44,2239,675,6,6,4.5,900,2048,38309.86308,1722.393544,3447.553179,2,2,1.14323E-05,1314182.989,0.000446628,-664,2.61029E-05,0.000580587,0.000290061,389.12
